#separator:tab
#html:true
#notetype:Basic
#deck:Databricks Learner
#columns:Front	Back	Tags
#tags column:3
A data engineer uses Auto Loader to ingest JSON files from cloud storage into a Unity Catalog Delta table. New source files sometimes contain additional columns not seen before. Which configuration correctly enables automatic schema evolution?<br><br><b>A.</b> .option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;none&#x27;).option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)<br><b>B.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;).option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;addNewColumns&#x27;)<br><b>C.</b> .option(&#x27;cloudFiles.inferSchema&#x27;, &#x27;true&#x27;).option(&#x27;cloudFiles.schemaEvolution&#x27;, &#x27;true&#x27;)<br><b>D.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)	<b>Answer: B</b><br><br>Auto Loader requires &#x27;cloudFiles.schemaLocation&#x27; (to persist the inferred schema) AND &#x27;cloudFiles.schemaEvolutionMode&#x27; set to &#x27;addNewColumns&#x27; to automatically merge new columns from incoming files. Option A disables evolution. Option C uses non-existent options. Option D stores the schema but does not configure evolution behaviour.	topic::Data_Ingestion_and_Loading subtopic::Auto_Loader source::sample
What is used by Spark to record the offset range of the data being processed in each trigger in order for Structured Streaming to reliably track the exact progress of the processing so that it can handle any kind of failure by restarting and/or reprocessing?<br><br><b>A.</b> Checkpointing and Write-ahead Logs <br><b>B.</b> Replayable Sources and Idempotent Sinks<br><b>C.</b> Write-ahead Logs and Idempotent Sinks<br><b>D.</b> Checkpointing and Idempotent Sinks	<b>Answer: A</b><br><br>A. Structured Streaming records the offset range of each trigger using **checkpointing** (which persists query progress, including the source offsets being processed, to the checkpoint location) and **write-ahead logs** (the offset log within the checkpoint directory, written *before* the batch executes so it can be recovered after a failure). Together these let the engine restart and re-process from the exact failure point. B is wrong because replayable sources and idempotent sinks describe the broader end-to-end exactly-once *guarantee*, not the offset-tracking mechanism itself. C and D mix in idempotent sinks, which prevent duplicate writes on the sink side but don&#x27;t *record* offsets.<br><br>[Community note] Vote is split 20–20 between A and D on examtopics. D (Checkpointing + Idempotent Sinks) is a common alternative because Databricks/Spark docs often cite that pairing when explaining exactly-once delivery. The Apache Spark documentation specifically calls out &quot;checkpointing and write-ahead logs&quot; as the offset-recording mechanism, so A is the more precise answer to the literal question — but be aware the wording is contested.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
What describes the relationship between Gold tables and Silver tables?<br><br><b>A.</b> Gold tables are more likely to contain aggregations than Silver tables. <br><b>B.</b> Gold tables are more likely to contain valuable data than Silver tables.<br><b>C.</b> Gold tables are more likely to contain a less refined view of data than Silver tables.<br><b>D.</b> Gold tables are more likely to contain truthful data than Silver tables.	<b>Answer: A</b><br><br>A. In the medallion architecture, **Gold** tables are business-level views typically built via aggregations and joins on top of Silver; Silver tables are cleaned, conformed, but row-level. B, C, and D are subjective claims (&quot;more valuable&quot;, &quot;less refined&quot;, &quot;more truthful&quot;) — not the defining structural difference, which is the presence of aggregations. [Community vote] A: 3.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
What describes when to use the CREATE STREAMING LIVE TABLE (formerly CREATE INCREMENTAL LIVE TABLE) syntax over the CREATE LIVE TABLE syntax when creating Delta Live Tables (DLT) tables using SQL?<br><br><b>A.</b> CREATE STREAMING LIVE TABLE should be used when the subsequent step in the DLT pipeline is static.<br><b>B.</b> CREATE STREAMING LIVE TABLE should be used when data needs to be processed incrementally. <br><b>C.</b> CREATE STREAMING LIVE TABLE should be used when data needs to be processed through complicated aggregations.<br><b>D.</b> CREATE STREAMING LIVE TABLE should be used when the previous step in the DLT pipeline is static.	<b>Answer: B</b><br><br>B. `STREAMING LIVE TABLE` (now just &quot;STREAMING TABLE&quot; in Lakeflow Declarative Pipelines) is for **incremental** processing — each pipeline update processes only new rows since the last checkpoint. `LIVE TABLE` (now &quot;MATERIALIZED VIEW&quot;) fully recomputes every update. A and D talk about adjacent table types, which doesn&#x27;t dictate the streaming choice. C is wrong — complex aggregations actually favour the full-recompute LIVE TABLE. [Community vote] B: 3.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A Delta Live Table pipeline includes two datasets defined using STREAMING LIVE TABLE. Three datasets are defined against Delta Lake table sources using LIVE TABLE.<br>The table is configured to run in Production mode using the Continuous Pipeline Mode.<br>What is the expected outcome after clicking Start to update the pipeline assuming previously unprocessed data exists and all definitions are valid?<br><br><b>A.</b> All datasets will be updated at set intervals until the pipeline is shut down. The compute resources will persist to allow for additional testing.<br><b>B.</b> All datasets will be updated once and the pipeline will shut down. The compute resources will persist to allow for additional testing.<br><b>C.</b> All datasets will be updated at set intervals until the pipeline is shut down. The compute resources will be deployed for the update and terminated when the pipeline is stopped. <br><b>D.</b> All datasets will be updated once and the pipeline will shut down. The compute resources will be terminated.	<b>Answer: C</b><br><br>C. In **Production mode**, compute is deployed for the update and **terminated** when the pipeline stops (unlike Development mode, which keeps it warm). In **Continuous mode**, datasets are updated at intervals until you stop the pipeline (unlike Triggered mode, which runs once). C captures both correctly. A wrongly says compute persists (that&#x27;s Development mode). B and D wrongly say the pipeline shuts down after one update (that&#x27;s Triggered mode). [Community vote] C: 6.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
Which type of workloads are compatible with Auto Loader?<br><br><b>A.</b> Streaming workloads <br><b>B.</b> Machine learning workloads<br><b>C.</b> Serverless workloads<br><b>D.</b> Batch workloads	<b>Answer: A</b><br><br>A. Auto Loader is built on Spark Structured Streaming — its primary mode is **streaming** ingestion of newly arriving files. (Note: D isn&#x27;t strictly false — Auto Loader can be run in a batch-style mode using `trigger(availableNow=True)`, which processes all available files and stops — but it&#x27;s still a streaming query under the hood.) B (ML) and C (serverless) are unrelated framings. [Community vote] A: 6, D: 1 — the D minority is acknowledging the `availableNow` batch use case.	topic::Data_Ingestion_and_Loading subtopic::Auto_Loader source::examtopics
Which statement regarding the relationship between Silver tables and Bronze tables is always true?<br><br><b>A.</b> Silver tables contain a less refined, less clean view of data than Bronze data.<br><b>B.</b> Silver tables contain aggregates while Bronze data is unaggregated.<br><b>C.</b> Silver tables contain more data than Bronze tables.<br><b>D.</b> Silver tables contain less data than Bronze tables. 	<b>Answer: D</b><br><br>D. In the medallion architecture, Silver is Bronze that has been cleaned, deduplicated, and filtered, so it typically contains **less data** than Bronze. A is the reverse of the medallion definition — Silver is *more* refined than Bronze. B is wrong — Silver is row-level, not aggregated (that&#x27;s Gold). C contradicts D. [Community vote] D: 10, A: 2. Caveat: &quot;always&quot; is a strong word — if Silver is enriched via joins it could grow, but among the choices D is the only defensible answer.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineer has a Job with multiple tasks that runs nightly. Each of the tasks runs slowly because the clusters take a long time to start.<br>Which action can the data engineer perform to improve the start up time for the clusters used for the Job?<br><br><b>A.</b> They can use endpoints available in Databricks SQL<br><b>B.</b> They can use jobs clusters instead of all-purpose clusters<br><b>C.</b> They can configure the clusters to autoscale for larger data sizes<br><b>D.</b> They can use clusters that are from a cluster pool 	<b>Answer: D</b><br><br>D. A **cluster pool** holds idle, pre-warmed VM instances; jobs that draw from the pool skip the multi-minute cloud-VM provisioning step. A (SQL endpoints) is for SQL queries, not multi-task job clusters. B (jobs vs all-purpose) doesn&#x27;t change startup time — both still cold-start. C (autoscale) is about runtime scaling, not startup. [Community vote] D: 6.	topic::Databricks_Intelligence_Platform subtopic::Compute_services source::examtopics
A data analysis team has noticed that their Databricks SQL queries are running too slowly when connected to their always-on SQL endpoint. They claim that this issue is present when many members of the team are running small queries simultaneously. They ask the data engineering team for help. The data engineering team notices that each of the team’s queries uses the same SQL endpoint.<br>Which approach can the data engineering team use to improve the latency of the team’s queries?<br><br><b>A.</b> They can increase the cluster size of the SQL endpoint.<br><b>B.</b> They can increase the maximum bound of the SQL endpoint’s scaling range. <br><b>C.</b> They can turn on the Auto Stop feature for the SQL endpoint.<br><b>D.</b> They can turn on the Serverless feature for the SQL endpoint.	<b>Answer: B</b><br><br>B. The bottleneck is **concurrency** (many small queries at once), which is addressed by letting the warehouse scale **horizontally** — increasing the max scaling range adds more clusters to handle concurrent queries. A (size) is vertical scale, which helps large queries, not concurrent small ones. C (Auto Stop) reduces idle cost, not active latency. D (Serverless) is a valid alternative (faster startup, better concurrency) and is the strongest distractor, but for a fixed always-on endpoint the direct fix is raising the scaling cap. [Community vote] B: 12, D: 2.	topic::Troubleshooting_Monitoring_and_Optimization subtopic::Job_performance_monitoring source::examtopics
A company uses Delta Sharing to collaborate with partners across different cloud providers and geographic regions.<br>What will result in additional costs due to cross-region or egress fees?<br><br><b>A.</b> Sharing data within the same cloud provider and region<br><b>B.</b> Transferring data via Delta Sharing across clouds and across different geographic regions <br><b>C.</b> Accessing Delta Sharing data using a VPN within the same data center<br><b>D.</b> Utilizing Delta Sharing for internal data analytics within a single cloud environment	<b>Answer: B</b><br><br>B. Cross-cloud and cross-region data transfers incur egress fees from the source cloud — Delta Sharing doesn&#x27;t change cloud pricing; it just provides the protocol. A, C, and D all describe same-cloud/same-region scenarios where no egress fees apply. [Community vote] B: 1.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is writing a script that is meant to ingest new data from cloud storage. In the event of the Schema change, the ingestion should fail. It should fail until the changes downstream source can be found and verified as intended changes.<br>Which command will meet the requirements?<br><br><b>A.</b> failOnNewColumns <br><b>B.</b> none<br><b>C.</b> rescue<br><b>D.</b> addNewColumns	<b>Answer: A</b><br><br>A. Auto Loader&#x27;s schema-evolution mode `failOnNewColumns` causes the stream to fail immediately when a previously unseen column appears, so a human can verify the change before resuming. B (`none`) just ignores new columns (data lost). C (`rescue`) puts the unexpected data in a `_rescued_data` column and continues. D (`addNewColumns`) is the default — it adds the column and continues. [Community vote] A: 1.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
